Concept,MoodTag1,MoodTag2,Semantic1,Semantic2,Semantic3,Semantic4,Semantic5
adjoining_room,sad,scared,chamber,burial_chamber,prison,obstruction,shelter
adjunct,sad,scared,subordinate_clause,misconstruction,nonrestrictive_clause,run-on_sentence,complex_sentence
adjuration,joyful,interesting,solicitation,prayer,oath,controversy,prohibition
admirability,admirable,joyful,refinement,excellence,nonuniformity,invaluableness,suitability
admonition,sad,scared,secret,misrepresentation,fire,reproach,incrimination
adonis,joyful,interesting,venus,fortuna,uma,teaching,belief
adorability,joyful,interesting,winsomeness,sex_appeal,charisma,attractiveness,spiff
adrenergic_agonist_eyedrop,joyful,interesting,miotic_eyedrop,labor,venture,action,press
adsorbate,joyful,interesting,absorbate,sorbate,linen,waste,mineral
adulation,sad,scared,blarney,unction,salvo,secret,misrepresentation
adult_education,sad,scared,refresher_course,directed_study,extracurricular_activity,mistreatment,insult
adult_intelligence,sad,scared,vacancy_rate,absentee_rate,consonant,fir,accumulation
adult_respiratory_distress_syndrome,sad,scared,pathological_state,ill_health,erectile_dysfunction,ailment,disorder
advent,interesting,joyful,success,passing,feat,hit,intemperance
adverse_opinion,sad,scared,side,secret,misrepresentation,fire,reproach
advertence,joyful,interesting,study,fad,music,cordon,virtu
advertising_department,joyful,interesting,purchasing_department,law_enforcement_agency,posse,consortium,british_labour_party
advisability,joyful,interesting,sensibleness,better,nonuniformity,invaluableness,suitability
adynamia,sad,scared,underbelly,fatigability,fragility,feebleness,assailability
aegyptopithecus,surprising,admirable,hominoid,hominid,primate,fetus,angwantibo
aepyorniformes,sad,scared,polymastigina,nematocera,ornithischia,chelonethida,thysanoptera
aerie,surprising,admirable,monument,element,melting_pot,district,possession
aerobe,surprising,admirable,cannon_fodder,ally,brick,poet,worthy
aesop,sad,scared,ranter,inquisitor,chatterer,whisperer,venter
affected_role,sad,scared,bunch,stack,aorist,attributive_genitive,oblique
afflatus,joyful,interesting,idea,scheme,like,pillar,brand
african_crocodile,sad,scared,crocodilian_reptile,snake,viper,anapsid,monster
african_monitor,sad,scared,gila_monster,snake,viper,anapsid,monster
afro-wig,sad,scared,costume,attire,protective_garment,military_uniform,vestment
afterglow,joyful,interesting,embarrassment,anger,sexual_desire,bonheur,liking
afterthought,sad,scared,ink_cartridge,turkish_towel,dust_cover,fore-and-aft_sail,spritsail
agalactia,sad,scared,ailment,pathological_state,disorder,mental_disorder,ill_health
age_norm,joyful,interesting,business,joy,confirmation,sign,information
age-related_macular_degeneration,interesting,joyful,retinopathy,keratonosus,acute_glaucoma,macular_edema,macular_degeneration
ageism,joyful,interesting,nepotism,ableism,male_chauvinism,administration,obedience
agenesis,sad,scared,nondevelopment,peeing,tremble,caressing,sob
agent_provocateur,surprising,admirable,poet,sexton,butler,dante,frederick_i
agerasia,joyful,interesting,sparkle,glory,beauty,nonuniformity,invaluableness
agglutination_test,sad,scared,tuberculin_test,complement_fixation_test,dick_test,schick_test,shot
aggravated_assault,sad,scared,assault,battery,mugging,robbery,wrath
aggravator,sad,scared,slattern,asshole,frump,upstart,slob
aggro,sad,scared,last_straw,twit,raising_hell,aggravation,insult
aglaia,joyful,interesting,thalia,euphrosyne,venus,fortuna,uma
agnatha,sad,scared,passer,kingdom,animal_group,biological_group,entomostraca
agnosticism,joyful,interesting,atheism,dark,venus,performing_arts,medical_science
agranulocytosis,sad,scared,acanthocytosis,acidemia,analbuminemia,alkalemia,banti's_disease
agrapha,sad,scared,bus,dysphemism,hex,talk,cant
agreeableness,joyful,interesting,affirmativeness,heart,grace,good_nature,composure
agribusiness,joyful,interesting,administration,obedience,disobedience,issus,legal_action
ahimsa,joyful,interesting,ecumenism,teaching,monothelitism,instrumentalism,dualism
ahriman,sad,scared,hebe,paul,zu,evil_spirit,peri
ahura,joyful,interesting,uma,venus,fortuna,balarama,gauri
ailurus,sad,scared,passer,kingdom,animal_group,biological_group,pithecia
air,angry,sad,affectedness,unnaturalness,immorality,blemish,cheapness
airedale,sad,scared,sausage_dog,border_terrier,tom,domestic_animal,liver-spotted_dalmatian
airship,surprising,admirable,truck,instrument,sports_equipment,indicator,king
airstrip,sad,scared,dirt_track,substation,lever,bus,mule
akaryocyte,sad,scared,somatic_cell,acanthocyte,anisogamete,parthenote,oosphere
akeridae,sad,scared,arcidae,belemnitidae,passer,kingdom,animal_group
alacrity,joyful,interesting,vitality,sparkle,liveliness,esprit,energy
alalia,sad,scared,erb's_palsy,cystoplegia,erectile_dysfunction,pathological_state,ill_health
alarmism,sad,scared,alert,gossip,no,production,dispute
alarmist,sad,scared,grimm,cat,informer,ranter,modifier
albigensianism,joyful,interesting,salafism,monothelitism,zoroastrianism,arminianism,conservative_judaism
albion,surprising,admirable,greenwood,brunei,buffer_state,district,possession
albuginaceae,sad,scared,moniliaceae,entomophthoraceae,melampsoraceae,pythiaceae,plasmodiophoraceae
albugo,sad,scared,scleroderma,clathrus,ozonium,entoloma,phytophthora
aldol_reaction,sad,scared,hardening,sea,natural_process,peeing,atmospheric_phenomenon
aleph-null,sad,scared,transcendental_number,boxcar,force_unit,cord,illumination_unit
alertness,joyful,interesting,conscientiousness,carefulness,diligence,mindfulness,attentiveness
alexic,sad,scared,hypochondriac,outpatient,hypertensive,hypotensive,sick_person
alger,surprising,admirable,poet,sexton,butler,dante,stevens
algidity,interesting,joyful,venereal_disease,disease,infectious_disease,plant_disease,contagious_disease
algolagnia,sad,scared,sadism,masochism,sadomasochism,consolation,heartlessness
algometry,sad,scared,mistreatment,insult,cruelty,mischief,merrymaking
algorithm_error,sad,scared,disk_error,syntax_error,hardware_error,software_error,spill
alienation_of_affection,sad,scared,mischief,trickery,robbery,wrath,envy
alienator,sad,scared,slattern,asshole,frump,upstart,slob
alienist,sad,scared,anesthesiologist,horse_doctor,eijkman,general_practitioner,paracelsus
aliquant,sad,scared,transcendental_number,force_unit,cord,illumination_unit,million
alkalemia,sad,scared,agranulocytosis,acanthocytosis,acidemia,analbuminemia,banti's_disease
alkaptonuria,interesting,joyful,metabolic_disorder,gaucher's_disease,generalized_anxiety_disorder,condition,venereal_disease
allegretto,sad,scared,epistle_to_the_hebrews,bus,hex,talk,lament
allegro,joyful,interesting,allegro_con_spirito,today,nonuniformity,prosperity,embarrassment
allegro_con_spirito,joyful,interesting,allegro,today,nonuniformity,prosperity,embarrassment
alleviator,sad,scared,psychotherapist,speech_therapist,physical_therapist,master,liturgist
alley_cat,sad,scared,tom,domestic_animal,monkey,snake,monster
alliaceae,sad,scared,aphyllanthaceae,aloeaceae,colchicaceae,tecophilaeacea,alstroemeriaceae
allopurinol,sad,scared,protease_inhibitor,narcotic,hallucinogen,soft_drug,isoniazid
alms-giving,sad,scared,alms,misdeal,salvation,mistreatment,insult
aloe,surprising,admirable,purgative,medicine,balsam,antineoplastic_antibiotic,vermifuge
aloeaceae,sad,scared,aphyllanthaceae,colchicaceae,tecophilaeacea,alstroemeriaceae,smilacaceae
alp,surprising,admirable,ben,tor,tidal_basin,twilight_zone,monocline
alpha_privative,sad,scared,consonant,syncategorem,four-letter_word,misnomer,surd
alpine_lady_fern,surprising,admirable,boston_fern,floating-moss,oleander_fern,adder's_tongue,bamboo_fern
alpine_totara,sad,scared,common_mullein,everlasting,plant,roman_wormwood,mallow
alpinism,sad,scared,break,march,drive,clamber,wilt
alstroemeriaceae,sad,scared,aphyllanthaceae,aloeaceae,colchicaceae,tecophilaeacea,smilacaceae
alterability,joyful,interesting,liquidity,mutability,progressiveness,vicissitude,convertibility
altruism,joyful,interesting,liberality,bounty,bigheartedness,munificence,kindness
aluminum_bronze,joyful,interesting,structural_steel,tool_steel,vanadium_steel,ringer's_solution,linen
alveolar_resorption,sad,scared,pyorrhea,gingivitis,pathological_state,ill_health,erectile_dysfunction
amastia,sad,scared,aneuploidy,acardia,ectrodactyly,acephalia,deviated_nasal_septum
amati,surprising,admirable,stradivari,basketweaver,berg,maestro,handel
amaurosis,sad,scared,ametropia,anorgasmia,dysphasia,aphakia,pathological_state
ambage,sad,scared,break,forgiveness,wilt,wound,babel
ambidexterity,joyful,interesting,touch,walk,tendency,gracefulness,fit
amelioration,joyful,interesting,care,degradation,dismissal,humiliation,orgasm
american_bittern,surprising,admirable,european_bittern,ibis,common_brant_goose,phalarope,golden_plover
american_saddle_horse,surprising,admirable,arabian,prancer,crowbait,charger,mudder
american_standard_version,joyful,interesting,pardon,statement,pas,section,derivative_instrument
american_wormseed,surprising,admirable,pipal,composite,red_ginger,rock_cress,miterwort
ametropia,sad,scared,anorgasmia,dysphasia,amaurosis,aphakia,pathological_state
amia,sad,scared,diodon,arius,luvarus,gasterosteus,dasyatis
amicability,sad,scared,friendliness,amity,mellowness,disposition,aplomb
amicus_curiae_brief,sad,scared,well,epistle_to_the_hebrews,lyric,mapquest,trojan
amigo,surprising,admirable,friend,buddy,child,laban,superior
amino,surprising,admirable,glucosamine,butyl,amyl,skeletal_muscle,spine
aminoaciduria,joyful,interesting,attention_deficit_disorder,confirmation,sign,business,joy
amity,sad,scared,friendliness,mellowness,amicability,disposition,aplomb
ammodytes,sad,scared,diodon,arius,luvarus,gasterosteus,dasyatis
amnesic,sad,scared,aphasic,spastic,paretic,paralytic,quadriplegic
amobarbital,sad,scared,flurazepam,haloperidol,thioridazine,minor_tranquilizer,clozapine
amoralist,surprising,admirable,sheep,socinian,hussite,satanist,monophysite
amorist,surprising,admirable,sheep,socinian,pushover,amoralist,goody-goody
amphibolips,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
ampleness,joyful,interesting,bulkiness,profusion,sweep,touch,walk
amplexicaul_leaf,surprising,admirable,shoot,bud,natural_object,down,bipinnate_leaf
amrinone,surprising,admirable,medicine,balsam,antineoplastic_antibiotic,aloe,vermifuge
amyl,surprising,admirable,butyl,glucosamine,amino,skeletal_muscle,spine
amyl_nitrate,sad,scared,diazoxide,pentaerythritol,protease_inhibitor,narcotic,hallucinogen
amyloidosis,sad,scared,pathological_state,ill_health,erectile_dysfunction,ailment,disorder
anacanthini,sad,scared,polymastigina,nematocera,ornithischia,chelonethida,aepyorniformes
anaclisis,joyful,interesting,affair,sexual_relationship,love_affair,intrigue,prosperity
anaerobe,sad,scared,obligate_anaerobe,master,slattern,feudal_lord,vagrant
anaglyph,sad,scared,cameo,bowl,knot,fake,duplicate
anal_personality,joyful,interesting,narcissistic_personality,genital_personality,nonuniformity,prosperity,embarrassment
analbuminemia,sad,scared,agranulocytosis,acanthocytosis,acidemia,alkalemia,banti's_disease
analytical_balance,surprising,admirable,colt,optical_instrument,instrument,free-reed_instrument,indicator
analytical_review,joyful,interesting,review,financial_audit,savings_bond,applause,wind
anapest,sad,scared,writing_style,formulation,manner_of_speaking,iamb,catalexis
anaphrodisia,sad,scared,dissatisfaction,desire,boredom,fatigue,heartlessness
anapsid,disgusting,sad,snake,viper,animal,bird,young
anarhichas,sad,scared,diodon,arius,luvarus,gasterosteus,dasyatis
anasa,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
anaspida,sad,scared,polymastigina,nematocera,ornithischia,chelonethida,aepyorniformes
anastigmatic_lens,surprising,admirable,colt,free-reed_instrument,indicator,array,bait
anastylosis,sad,scared,slaughter,murder,physical_rehabilitation,oil_change,mud_bath
anathema,sad,scared,no,production,dispute,gripe,rejoinder
ancohuma,surprising,admirable,ararat,hiding_place,lie,wilson,illimani
androgyny,joyful,interesting,walk,gracefulness,virility,touch,tendency
androsterone,joyful,interesting,oxidized_ldl_cholesterol,hdl_cholesterol,cortisone,myrrh,bitumen
anemia,joyful,interesting,attention_deficit_disorder,confirmation,sign,business,joy
anemic_anoxia,sad,scared,ischemic_anoxia,anemic_hypoxia,hypoxic_hypoxia,ischemic_hypoxia,anoxic_anoxia
anemic_hypoxia,sad,scared,ischemic_anoxia,hypoxic_hypoxia,ischemic_hypoxia,anoxic_anoxia,anoxia
aneroid_barometer,sad,scared,hunter,projectile,goggles,ride,serpent
anesthesiologist,sad,scared,alienist,horse_doctor,eijkman,general_practitioner,paracelsus
aneuploidy,sad,scared,acardia,amastia,ectrodactyly,acephalia,deviated_nasal_septum
angiopathy,sad,scared,erectile_dysfunction,pathological_state,ill_health,ailment,disorder
anglewing,surprising,admirable,hawkmoth,arctiid,underwing,red_underwing,holometabola
anglian,joyful,interesting,received_pronunciation,old_high_german,kentish,middle_high_german,usage
anguidae,sad,scared,kinosternidae,trionychidae,passer,kingdom,animal_group
anguis,sad,scared,passer,kingdom,animal_group,biological_group,rhynchoelaps
angular_velocity,joyful,interesting,peculiar_velocity,nyquist_rate,borderline_intelligence,hospital_occupancy,odds
angus_og,joyful,interesting,venus,fortuna,uma,teaching,belief
angwantibo,surprising,admirable,potto,hominid,primate,fetus,hominoid
anhedonia,sad,scared,perplexity,unconsciousness,coma,ailment,pathological_state
anima,sad,scared,perplexity,unconsciousness,coma,vigil,sensibility
animal_leg,sad,scared,bone,underpart,cock,trap,base
animalia,sad,scared,kingdom,passer,animal_group,biological_group,fungi
anionic_compound,joyful,interesting,myrrh,bitumen,linen,waste,mineral
anise_cookie,sad,scared,cake,prune,raisin,round,dog_biscuit
aniseikonia,interesting,joyful,infirmity,tetartanopia,hyperacusis,cachexia,keratectasia
anisogamete,sad,scared,oosphere,silkworm_seed,somatic_cell,acanthocyte,parthenote
anisometropia,interesting,joyful,isometropia,condition,drought,innocence,venereal_disease
ankylosaur,surprising,admirable,nothosaur,dromaeosaur,edmontonia,armored_dinosaur,hominid
annapurna,surprising,admirable,ararat,hiding_place,lie,wilson,illimani
annelida,joyful,interesting,platyhelminthes,bryophyta,pogonophora,sipuncula,nemertea
anoectochilus,joyful,interesting,burmannia,typha,gracula,cebuella,cnicus
anomalist,surprising,admirable,mentor,sage,thinker,diviner,hakham
anomie,joyful,interesting,unrighteousness,artfulness,error,injustice,nonuniformity
anomiidae,joyful,interesting,pectinidae,sepiidae,rhinolophidae,gelechiidae,xylariaceae
anopheles,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
anopheline,sad,scared,invertebrate,arachnid,fungus_gnat,gall_midge,hessian_fly
anoplura,sad,scared,polymastigina,nematocera,ornithischia,chelonethida,aepyorniformes
anorchism,sad,scared,aneuploidy,acardia,amastia,ectrodactyly,acephalia
anorexia_nervosa,sad,scared,eating_disorder,bulimarexia,ailment,disorder,mental_disorder
anorexic,sad,scared,sick_person,lunatic,crazy,vagrant,tramp
anostraca,sad,scared,polymastigina,nematocera,ornithischia,chelonethida,aepyorniformes
anovulation,sad,scared,peeing,tremble,caressing,sob,hardening
anoxia,sad,scared,ischemic_anoxia,anemic_hypoxia,hypoxic_hypoxia,ischemic_hypoxia,anoxic_anoxia
anoxic_anoxia,sad,scared,ischemic_anoxia,anemic_hypoxia,hypoxic_hypoxia,ischemic_hypoxia,anoxia
anser,sad,scared,passer,kingdom,animal_group,biological_group,centrocercus
anseres,joyful,interesting,spirochaetales,octopoda,scorpionida,branchiura,osteoglossiformes
ant_thrush,surprising,admirable,spotted_antbird,hominid,primate,fetus,black-fronted_bush_shrike
antarctica,sad,scared,lever,bus,master,mule,slattern
antediluvian,sad,scared,benjamin,cherub,surrogate_mother,master,slattern
anteriority,sad,scared,combat_ceiling,dead_center,breathing_room,horizontality,misalignment
antheraea,joyful,interesting,leptoglossus,philophylla,fenusa,dermacentor,megachile
anthonomus,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
anthropoidea,joyful,interesting,spirochaetales,octopoda,scorpionida,anseres,branchiura
anthropology_department,joyful,interesting,english_department,history_department,psychology_department,sociology_department,department_of_computer_science
anthropophagy,sad,scared,mistreatment,cruelty,maltreatment,burning,atrocity
anti-inflammatory,sad,scared,mefenamic_acid,naproxen_sodium,diclofenac_potassium,meclofenamate,etodolac
anti-semitism,sad,scared,islamophobia,bias,position,reprobation,literalism
anti-takeover_defense,sad,scared,resistance,break,forgiveness,wilt,wound
anticonvulsant,surprising,admirable,medicine,balsam,antineoplastic_antibiotic,aloe,vermifuge
antidepressant,sad,scared,sertraline,protriptyline,paroxetime,fluoxetine,protease_inhibitor
antidiabetic,sad,scared,metformin,protease_inhibitor,narcotic,hallucinogen,soft_drug
antiemetic,sad,scared,prochlorperazine,protease_inhibitor,narcotic,hallucinogen,soft_drug
antifeminist,sad,scared,dogmatist,bigot,homophobe,unilateralist,pro-lifer
antigonus,surprising,admirable,lysimachus,holofernes,brigadier,field-grade_officer,captain
antimalarial,surprising,admirable,medicine,balsam,antineoplastic_antibiotic,aloe,vermifuge
antimycin,sad,scared,isoniazid,sulfadiazine,kanamycin,dicloxacillin,cycloserine
antineoplastic_antibiotic,surprising,admirable,bacitracin,vancomycin,oxacillin,thioguanine,sulfamethoxazole
antinomianism,joyful,interesting,teaching,monothelitism,election,monophysitism,synergism
antiphrasis,sad,scared,formulation,manner_of_speaking,writing_style,metaphor,synesthetic_metaphor
antiprotozoal,sad,scared,metronidazole,primaquine,quinacrine,chloroquine,mefloquine
antipruritic,surprising,admirable,medicine,balsam,rye_bread,herb,rue
antipyresis,sad,scared,megavitamin_therapy,insulin_shock,metrazol_shock,shock_therapy,phytotherapy
antiserum,joyful,interesting,linen,waste,mineral,water,myrrh
antisocial_personality_disorder,interesting,joyful,personality_disorder,generalized_anxiety_disorder,pyrophobia,simple_phobia,arachnophobia
antitauon,surprising,admirable,j_particle,virion,gluon,tauon,shoot
antitoxin,joyful,interesting,myrrh,bitumen,skeletal_muscle,spine,hand
anuresis,sad,scared,pathological_state,ill_health,erectile_dysfunction,ailment,disorder
anxiety_attack,sad,scared,paroxysm,affliction,spill,calamity,slip
anxiety_neurosis,interesting,joyful,anxiety_hysteria,generalized_anxiety_disorder,pyrophobia,simple_phobia,personality_disorder
aorist,sad,scared,bunch,stack,attributive_genitive,oblique,affected_role
aortic_plexus,sad,scared,autonomic_plexus,mesenteric_plexus,trap,bone,underpart
apadana,surprising,admirable,emergency_room,hospital_room,core,signboard,temple
apc,sad,scared,protease_inhibitor,narcotic,hallucinogen,soft_drug,isoniazid
apetalous_flower,surprising,admirable,bud,shoot,natural_object,down,marginal_placentation
apgar_score,sad,scared,relish,sensation,malodor,somesthesia,salt
aphasia,sad,scared,agnosia,cerebral_palsy,acataphasia,auditory_aphasia,motor_aphasia
aphyllanthaceae,sad,scared,aloeaceae,colchicaceae,tecophilaeacea,alstroemeriaceae,smilacaceae
aplomb,angry,sad,disposition,sociability,courage,corn,mawkishness
aplysia,sad,scared,passer,kingdom,animal_group,biological_group,sepia
apophasis,joyful,interesting,classical_music,tongue,asyndeton,wellerism,polysyndeton
apophatism,joyful,interesting,salafism,zoroastrianism,arminianism,conservative_judaism,presbyterianism
apostrophe,sad,scared,formulation,manner_of_speaking,writing_style,antiphrasis,metaphor
appalling,joyful,interesting,rise,improvement,emanation,victory,treat
apparentness,joyful,interesting,audibility,conspicuousness,perceptibility,boldness,obtrusiveness
apparition,angry,sad,illusion,prototype,zu,unit,food
appeal_board,sad,scared,standing_committee,militia,nongovernmental_organization,dada,couple
appendicularia,surprising,admirable,hominid,primate,fetus,ibis,angwantibo
apple_blight,interesting,joyful,stripe_blight,celery_blight,wheat_scab,beet_blight,spinach_blight
apple_tart,sad,scared,cake,prune,raisin,round,kidney_pie
applecart,sad,scared,floor,guess,option,knowing,relish
appraisal,joyful,interesting,estimate,marking,evaluation,moralism,embrace
appraiser,surprising,admirable,taster,racetrack_tout,esthete,high_priest,backroom_boy
apraxia,sad,scared,agnosia,cerebral_palsy,acataphasia,auditory_aphasia,motor_aphasia
aptness,joyful,interesting,ticket,appropriateness,felicity,suitability,convenience
apus,sad,scared,passer,kingdom,animal_group,biological_group,centrocercus
arabesque,surprising,admirable,jewelry,fan_tracery,cuspidation,egg-and-dart,vermiculation
arabian,surprising,admirable,prancer,crowbait,american_saddle_horse,charger,mudder
arability,joyful,interesting,nonuniformity,invaluableness,suitability,note,good
arame,sad,scared,tang,wrack,alga,fucoid,serrated_wrack
aranyaka,joyful,interesting,pardon,statement,pas,section,derivative_instrument
ararat,surprising,admirable,hiding_place,lie,district,domain,possession
araroba,sad,scared,dover's_powder,protease_inhibitor,narcotic,hallucinogen,soft_drug
arborescent_plant,surprising,admirable,pipal,composite,fever_tree,california_nutmeg,manila_tamarind
arcade,sad,scared,penny_arcade,calumet,bowery,clearway,track
arcella,sad,scared,alga,haplosporidian,piroplasm,testacean,zoomastigote
archaism,sad,scared,formulation,manner_of_speaking,writing_style,treacle,boilerplate
archangel,joyful,interesting,gabriel,raphael,eudemon,guardian_spirit,venus
archbishop,joyful,interesting,holy_order,standing,subordinateness,repute,esteem
archbishopric,surprising,admirable,archdiocese,district,possession,monument,domain
archdiocese,surprising,admirable,archbishopric,district,possession,monument,domain
archiannelid,sad,scared,acanthocephalan,invertebrate,arachnid,booklouse,solenogaster
archilochus_colubris,surprising,admirable,hominid,primate,fetus,ibis,common_brant_goose
arcidae,sad,scared,akeridae,belemnitidae,passer,kingdom,animal_group
arctiid,surprising,admirable,hawkmoth,anglewing,underwing,red_underwing,holometabola
arctiidae,sad,scared,chalcididae,atropidae,carabidae,jassidae,bombyliidae
arena_theater,sad,scared,prison,chamber,obstruction,shelter,burial_chamber
argentine_hemorrhagic_fever,sad,scared,blackwater_fever,malaria,jungle_fever,pathological_state,ill_health
argonaut,sad,scared,alpinist,gambler,tearaway,tenzing_norgay,daredevil
argonauta,sad,scared,passer,kingdom,animal_group,biological_group,sepia
arhat,joyful,interesting,venus,fortuna,uma,teaching,belief
ariadne,joyful,interesting,venus,fortuna,uma,aglaia,hygeia
arianism,joyful,interesting,monothelitism,monophysitism,pelagianism,albigensianism,teaching
