Concept,MoodTag1,MoodTag2,Semantic1,Semantic2,Semantic3,Semantic4,Semantic5
invasion_of_privacy,sad,scared,mischief,misbehavior,pretense,fall,trespass
ipsus,joyful,interesting,issus,administration,disobedience,obedience,legal_action
issus,interesting,joyful,disobedience,obedience,activity,legal_action,administration
italian_bee,surprising,admirable,carniolan_bee,cuckoo-bumblebee,hawkmoth,holometabola,pale_chrysanthemum_aphid
itch_mite,sad,scared,arachnid,invertebrate,false_scorpion,tarantula,harvest_mite
ivry,sad,scared,stand,due_process,name,insubordination,strife
ixodes,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
ixodes_persulcatus,surprising,admirable,sheep-tick,fish_louse,hawkmoth,saddle_oyster,holometabola
jackstraw,sad,scared,steal,double_dutch,struggle,protection,mischief
jaculus,joyful,interesting,pitymys,cebuella,phascogale,zapus,kogia
jena,sad,scared,stand,due_process,name,insubordination,strife
jerry-building,sad,scared,stand,due_process,name,insubordination,strife
joggle,sad,scared,motion,furor,rock,march,wilt
judgment_in_rem,joyful,interesting,legal_action,judgment_on_the_merits,general_verdict,affirmation,fatwa
judgment_of_dismissal,sad,scared,due_process,robbery_conviction,non_prosequitur,summary_judgment,compromise_verdict
judgment_on_the_merits,joyful,interesting,legal_action,judgment_in_rem,general_verdict,affirmation,fatwa
jumping_up_and_down,joyful,interesting,caper,shellfire,celebration,parlor_game,dismissal
junin_virus,surprising,admirable,human_immunodeficiency_virus,machupo_virus,bacteria,rhizopod,tumor_virus
junketing,joyful,interesting,wandering,progress,dismissal,humiliation,degradation
keratoscopy,joyful,interesting,investigation,checkup,testing,collation,fine-tooth_comb
kick_in_the_butt,sad,scared,corporal_punishment,name,self-flagellation,beating,stoning
kinesis,sad,scared,tremble,caressing,sob,defecation_reflex,automatism
kinglet,sad,scared,warbler,bird,tom,viper,monster
kinosternidae,sad,scared,anguidae,trionychidae,passer,belemnitidae,raphidae
kinosternon,sad,scared,passer,trionyx,rhynchoelaps,crocodylus,notechis
knitting,sad,scared,blind_stitching,shingling,struggle,protection,mischief
kogia,joyful,interesting,pitymys,jaculus,cebuella,phascogale,zapus
labor_of_love,joyful,interesting,enterprise,venture,action,press,labor
labyrinthodontia,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,scorpionida
lactobacillaceae,joyful,interesting,pseudomonodaceae,treponemataceae,streptomycetaceae,tortricidae,gelechiidae
laminectomy,joyful,interesting,plastic_surgery,enucleation,uranoplasty,radial_keratotomy,hemorrhoidectomy
lantern_fly,surprising,admirable,pale_chrysanthemum_aphid,hawkmoth,holometabola,anglewing,flea_beetle
lanthanotidae,joyful,interesting,crocodylidae,gavialidae,tortricidae,gelechiidae,gracilariidae
laser-assisted_in_situ_keratomileusis,sad,scared,cyclodestructive_surgery,laser-assisted_subepithelial_keratomileusis,extracapsular_surgery,pneumonectomy,minor_surgery
laser-assisted_subepithelial_keratomileusis,sad,scared,laser-assisted_in_situ_keratomileusis,cyclodestructive_surgery,extracapsular_surgery,pneumonectomy,minor_surgery
lassa_virus,sad,scared,coxsackievirus,polyoma,reovirus,herpes,papovavirus
last_straw,sad,scared,aggro,twit,raising_hell,aggravation,insult
latrodectus,sad,scared,passer,anthonomus,cuterebra,anopheles,phthirius
laughing_owl,surprising,admirable,screech_owl,hoot_owl,hominid,fetus,primate
law_enforcement,sad,scared,name,corporal_punishment,stand,due_process,insubordination
laying_waste,sad,scared,murder,slaughter,annihilation,vandalism,self-destruction
leather_carp,sad,scared,black_buffalo,tom,viper,monster,anapsid
legal_action,interesting,joyful,issus,disobedience,obedience,activity,administration
legal_duty,joyful,interesting,fiduciary_duty,obedience,administration,disobedience,issus
lemon_sole,surprising,admirable,winter_flounder,european_sole,atlantic_sailfish,spanish_grunt,striped_drum
leptoglossus,joyful,interesting,fenusa,ctenocephalus,dermacentor,megachile,vanessa
leptospira,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
limited_war,sad,scared,stand,due_process,name,insubordination,strife
limpet,sad,scared,chiton,solenogaster,garden_snail,neritina,octopod
line_of_least_resistance,sad,scared,mistreatment,atrocity,cruelty,maltreatment,burning
listeria_monocytogenes,sad,scared,alga,acidophilus,mycobacteria,leprosy_bacillus,staphylococcus
lithodidae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,oestridae,cleridae
littleneck,surprising,admirable,saddle_oyster,blood_clam,paper_nautilus,cephalopod,thin-shelled_mussel
liver-spotted_dalmatian,sad,scared,tom,domestic_animal,sausage_dog,airedale,cur
loading,sad,scared,unloading,struggle,weightlift,treatment,job
lobbyism,sad,scared,mistreatment,atrocity,cruelty,maltreatment,burning
lobotomy,joyful,interesting,plastic_surgery,enucleation,uranoplasty,radial_keratotomy,hemorrhoidectomy
lockstep,joyful,interesting,standing_operating_procedure,plastic_surgery,celebration,parlor_game,embrace
loft_bombing,sad,scared,cover,strike,indirect_fire,ambush,inroad
long_fly,sad,scared,weightlift,struggle,treatment,job,medical_care
long_shot,sad,scared,risk,war,struggle,treatment,job
longfin_mako,sad,scared,smalleye_hammerhead,elasmobranch,smooth_hammerhead,tom,viper
lordolatry,joyful,interesting,celebration,parlor_game,embrace,reordering,dishonesty
lorica,sad,scared,armor,tom,plant,viper,monster
lowering,sad,scared,motion,march,furor,wilt,break
lucilia,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
ludi_saeculares,joyful,interesting,celebration,athletic_game,antic,reel,magic_trick
lumpectomy,sad,scared,pneumonectomy,cholecystectomy,laser-assisted_in_situ_keratomileusis,cyclodestructive_surgery,minor_surgery
lutzen,sad,scared,stand,due_process,name,insubordination,strife
luxuriation,joyful,interesting,celebration,parlor_game,embrace,reordering,dishonesty
lycosa,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
lynch_law,sad,scared,mistreatment,atrocity,cruelty,maltreatment,burning
lynching,sad,scared,murder,slaughter,motion,march,furor
machupo_virus,surprising,admirable,junin_virus,human_immunodeficiency_virus,bacteria,rhizopod,tumor_virus
magnetic_levitation,joyful,interesting,high_technology,learned_profession,law,profession,trade
maiden_voyage,joyful,interesting,wandering,progress,dismissal,humiliation,degradation
make-believe,sad,scared,pretense,deception,trickery,mischief,misbehavior
male_orgasm,sad,scared,murder,slaughter,motion,march,furor
maleo,sad,scared,bird,tom,viper,monster,anapsid
mallophaga,sad,scared,anoplura,heterostraci,anaspida,chelonethida,nothosauria
mammalia,sad,scared,passer,chrysophyceae,entomostraca,metatheria,cnidosporidia
manipulation,interesting,joyful,activity,intemperance,venture,aid,change_of_state
manipulative_electronic_deception,sad,scared,simulative_electronic_deception,stand,due_process,name,insubordination
marengo,joyful,interesting,issus,administration,disobedience,obedience,legal_action
marketing_research,joyful,interesting,investigation,action,press,enterprise,labor
marston_moor,sad,scared,stand,due_process,name,insubordination,strife
masterpiece,joyful,interesting,success,passing,advent,feat,hit
masterstroke,joyful,interesting,success,passing,advent,feat,hit
mayhem,sad,scared,robbery,fall,crime,wrath,envy
meat_grinder,sad,scared,aggression,motion,march,furor,wilt
medicaid,sad,scared,health_care,salvation,putout,redemption,struggle
mediterranean_fruit_fly,sad,scared,arachnid,invertebrate,hessian_fly,gall_midge,anopheline
megachile,joyful,interesting,fenusa,ctenocephalus,dermacentor,vanessa,menopon
megachilidae,joyful,interesting,tortricidae,gelechiidae,gracilariidae,phyllidae,chrysomelidae
megavitamin_therapy,sad,scared,chrysotherapy,insulin_shock,psychotherapy,occupational_therapy,hypnotherapy
meleagris,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
meliphagidae,sad,scared,raphidae,hydrobatidae,eurylaimidae,spheniscidae,turnicidae
melursus,sad,scared,passer,euarctos,delphinus,thalarctos,otaria
menopon,joyful,interesting,fenusa,ctenocephalus,dermacentor,megachile,vanessa
merino,surprising,admirable,rambouillet,hominid,primate,fetus,cashmere_goat
meshugaas,joyful,interesting,celebration,athletic_game,antic,reel,magic_trick
messiahship,sad,scared,struggle,protection,mischief,treatment,merrymaking
metatheria,sad,scared,passer,chrysophyceae,entomostraca,mammalia,cnidosporidia
meteortropism,surprising,admirable,geotropism,neurotropism,reaction,pleasure,foreplay
methanogen,surprising,admirable,thermoacidophile,bacteria,rhizopod,spirochete,comma_bacillus
method_acting,joyful,interesting,reel,highland_fling,nude_dancing,harmonization,samba
metier,joyful,interesting,trade,learned_profession,law,profession,celebration
micrococcus,sad,scared,genus_lactobacillus,xanthomonas,genus_mycoplasma,bacteroides,genus_actinomyces
microdipodops,joyful,interesting,pitymys,jaculus,cebuella,phascogale,zapus
mighty_mouse,surprising,admirable,hominid,fetus,primate,fish_louse,checkered_whiptail
mikvah,sad,scared,mud_bath,murder,slaughter,pasteurization,struggle
mine_disposal,sad,scared,abandonment,discard,salvation,putout,redemption
minimization,sad,scared,wilt,motion,march,furor,break
miotic_eyedrop,joyful,interesting,adrenergic_agonist_eyedrop,action,press,enterprise,labor
mirid_bug,surprising,admirable,hawkmoth,holometabola,pale_chrysanthemum_aphid,anglewing,flea_beetle
misapplication,sad,scared,substance_abuse,misuse,struggle,protection,mischief
misdeal,sad,scared,alms-giving,alms,salvation,putout,redemption
mission_impossible,sad,scared,fool's_errand,struggle,treatment,job,medical_care
mistrial,sad,scared,ordeal,due_process,stand,name,insubordination
mitzvah,joyful,interesting,celebration,parlor_game,dismissal,embrace,reordering
mobula,sad,scared,petromyzon,genus_chimaera,gasterosteus,galeocerdo,sphyrna
mobulidae,sad,scared,triakidae,passer,belemnitidae,raphidae,hydrobatidae
modern_ballet,sad,scared,modern_dance,folk_dancing,merrymaking,steal,revel
mojave_rattlesnake,sad,scared,western_diamondback,viper,snake,anapsid,gaboon_viper
momism,sad,scared,protection,covering,preservation,self-preservation,jujutsu
momotus,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
monolatry,joyful,interesting,celebration,parlor_game,embrace,reordering,dishonesty
moral_obligation,joyful,interesting,obedience,administration,disobedience,issus,legal_action
mourning_dove,sad,scared,bird,squab,tom,viper,monster
mouser,surprising,admirable,hominid,primate,fetus,great_pyrenees,vizsla
mud_bath,sad,scared,mikvah,murder,slaughter,pasteurization,struggle
mudder,surprising,admirable,prancer,charger,arabian,crowbait,american_saddle_horse
mug's_game,sad,scared,shot,struggle,protection,mischief,treatment
mugging,sad,scared,aggravated_assault,assault,battery,robbery,fall
mumbling,sad,scared,murder,slaughter,motion,march,furor
muroidea,joyful,interesting,bradypodidae,erinaceidae,zapodidae,phyllostomidae,rhinolophidae
muscicapa,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
muscidae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,oestridae,cleridae
mushroom_coral,surprising,admirable,planula,scyphozoan,coral,jellyfish,gorgonian
musical_chairs,sad,scared,struggle,protection,mischief,treatment,merrymaking
musophaga,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
myaceae,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,scorpionida
mycoplasmataceae,sad,scared,chlamydiaceae,rickettsiaceae,passer,belemnitidae,raphidae
mysis,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
myxine_glutinosa,sad,scared,osteostracan,jawless_vertebrate,tom,viper,monster
myxinidae,joyful,interesting,squalidae,belonidae,haemulidae,tortricidae,gelechiidae
naprapathy,joyful,interesting,action,press,enterprise,labor,venture
natural_family_planning,sad,scared,ovulation_method_of_family_planning,struggle,protection,mischief,treatment
natural_object,surprising,admirable,down,emergency_room,primate,hominid,cube
near_thing,sad,scared,rustication,brush-off,relegation,deportation,exposure
nematocera,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
nematoda,joyful,interesting,platyhelminthes,pentastomida,pogonophora,nemertea,sipuncula
nemertea,joyful,interesting,nematoda,platyhelminthes,pentastomida,pogonophora,sipuncula
nepotism,joyful,interesting,ageism,ableism,male_chauvinism,administration,obedience
neritina,sad,scared,chiton,solenogaster,garden_snail,limpet,octopod
nesokia,joyful,interesting,pitymys,jaculus,cebuella,phascogale,zapus
neurotropism,surprising,admirable,geotropism,meteortropism,reaction,pleasure,foreplay
neutering,sad,scared,laser-assisted_in_situ_keratomileusis,pneumonectomy,cyclodestructive_surgery,minor_surgery,cholecystectomy
newfoundland,surprising,admirable,great_pyrenees,vizsla,saluki,entlebucher,reynard
night_heron,sad,scared,bird,notornis,thick-billed_murre,tundra_swan,sphenisciform_seabird
nightlife,sad,scared,merrymaking,steal,revel,bust,folk_dancing
nimravus,sad,scared,passer,euarctos,delphinus,melursus,thalarctos
nitrite_bacterium,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
nitrobacteriaceae,joyful,interesting,genus_borrelia,genus_mycobacterium,genus_leptospira,gymnogyps,gracula
no-brainer,joyful,interesting,enterprise,venture,action,press,labor
noblesse_oblige,joyful,interesting,obedience,administration,disobedience,issus,legal_action
non_prosequitur,sad,scared,due_process,robbery_conviction,summary_judgment,compromise_verdict,directed_verdict
nonobservance,sad,scared,putout,omission,stupidity,blunder,evasion
notechis,sad,scared,passer,kinosternon,trionyx,rhynchoelaps,crocodylus
nothosaur,surprising,admirable,dromaeosaur,armored_dinosaur,ankylosaur,edmontonia,hominid
nothosauria,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
notornis,sad,scared,weka,bird,thick-billed_murre,tundra_swan,sphenisciform_seabird
nuda,sad,scared,passer,chrysophyceae,entomostraca,metatheria,mammalia
nudism,sad,scared,mistreatment,atrocity,cruelty,maltreatment,burning
nursing_care,joyful,interesting,action,press,enterprise,labor,venture
nurturance,joyful,interesting,action,press,enterprise,labor,venture
nutation,sad,scared,motion,furor,rock,march,wilt
nystagmus,sad,scared,motion,furor,rock,march,wilt
objection,sad,scared,bureaucratic_procedure,due_process,stand,name,insubordination
oblation,interesting,joyful,activity,intemperance,venture,aid,change_of_state
obligate_anaerobe,sad,scared,anaerobe,tom,plant,viper,monster
obstructionism,sad,scared,insubordination,stand,due_process,name,strife
occupational_therapy,sad,scared,chrysotherapy,insulin_shock,megavitamin_therapy,psychotherapy,hypnotherapy
octopoda,joyful,interesting,acanthopterygii,spirochaetales,cydippida,scorpionida,anseres
oculism,joyful,interesting,trade,learned_profession,law,profession,cabinetwork
oestridae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,cleridae,phthiriidae
oestrus,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
oil_change,sad,scared,murder,slaughter,anastylosis,physical_rehabilitation,emendation
oil_conservation,sad,scared,preservation,protection,covering,self-preservation,environmentalism
omophagia,sad,scared,tremble,caressing,sob,engorgement,scatophagy
oniscus,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
onychomys,joyful,interesting,pitymys,jaculus,cebuella,phascogale,zapus
open_sesame,joyful,interesting,celebration,parlor_game,dismissal,embrace,reordering
ophiolatry,sad,scared,zoolatry,struggle,protection,mischief,treatment
order_myxobacteria,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,scorpionida
oriolus,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
ornamentalism,joyful,interesting,habitude,practice,custom,outrage,habit
ornithischia,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
orthomyxovirus,sad,scared,coxsackievirus,polyoma,reovirus,herpes,papovavirus
ortygan,surprising,admirable,ibis,common_brant_goose,phalarope,wilson's_phalarope,golden_plover
osteoglossiformes,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,scorpionida
osteopathy,joyful,interesting,action,press,enterprise,labor,venture
ostracodermi,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
ostrea,sad,scared,passer,sepia,genus_spirula,argonauta,aplysia
otaria,sad,scared,passer,euarctos,delphinus,melursus,thalarctos
outercourse,sad,scared,caressing,tremble,sob,extramarital_sex,fornication
overachievement,joyful,interesting,performance,underachievement,success,passing,advent
overcapitalization,sad,scared,stand,due_process,name,insubordination,strife
overfeeding,sad,scared,schedule_feeding,infant_feeding,spoonfeeding,forced_feeding,struggle
overindulgence,joyful,interesting,intemperance,dismissal,humiliation,degradation,orgasm
overreaction,sad,scared,tremble,caressing,sob,kinesis,defecation_reflex
ovulation_method_of_family_planning,sad,scared,natural_family_planning,struggle,protection,mischief,treatment
pacific_herring,surprising,admirable,european_sole,atlantic_cod,hog_sucker,hominid,fetus
pacification,sad,scared,name,corporal_punishment,stand,due_process,insubordination
painted_greenling,surprising,admirable,plumed_scorpionfish,vermillion_rockfish,tub_gurnard,atlantic_sailfish,spanish_grunt
pale_chrysanthemum_aphid,surprising,admirable,lantern_fly,hawkmoth,holometabola,anglewing,flea_beetle
palinurus,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
palliation,sad,scared,spasmolysis,wilt,motion,march,furor
panting,sad,scared,tremble,caressing,sob,artificial_respiration,eupnea
papovavirus,sad,scared,coxsackievirus,polyoma,reovirus,herpes,paramyxovirus
paradisaeidae,sad,scared,raphidae,hydrobatidae,eurylaimidae,spheniscidae,turnicidae
paramyxovirus,sad,scared,coxsackievirus,polyoma,reovirus,herpes,papovavirus
parlor_game,interesting,joyful,athletic_game,activity,venture,aid,art
parr,surprising,admirable,hominid,fetus,primate,atlantic_cod,atlantic_sailfish
party_game,joyful,interesting,celebration,athletic_game,antic,reel,magic_trick
parus,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
parvovirus,sad,scared,coxsackievirus,polyoma,reovirus,herpes,papovavirus
passer,angry,sad,measure,motion,war,sin,due_process
pasteurization,sad,scared,murder,slaughter,mud_bath,mikvah,emendation
patrol,joyful,interesting,primping,t'ai_chi,inoculation,great_care,celebration
peacock,surprising,admirable,red_grouse,hominid,fetus,primate,piping_guan
pearly_razorfish,surprising,admirable,pigfish,atlantic_sailfish,spanish_grunt,striped_drum,skillet_fish
pectinidae,joyful,interesting,anomiidae,sepiidae,tortricidae,gelechiidae,gracilariidae
pediculus,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
pedionomus,joyful,interesting,gymnogyps,gracula,buteo,phalaropus,pluvialis
penicillin-resistant_bacteria,surprising,admirable,bacteria,rhizopod,spirochete,comma_bacillus,streptococcus
pentastomida,joyful,interesting,nematoda,platyhelminthes,pogonophora,nemertea,sipuncula
perfect_game,sad,scared,steal,merrymaking,revel,bust,folk_dancing
perjury,sad,scared,indecent_exposure,sedition,robbery,fall,crime
persian_lamb,surprising,admirable,hog,hominid,fetus,primate,dogie
personal_care,sad,scared,treatment,medical_care,struggle,job,war
pervaporation,sad,scared,wilt,roughness,crop-dusting,surge,motion
petromyzon,sad,scared,genus_chimaera,gasterosteus,galeocerdo,sphyrna,mobula
phalaropidae,joyful,interesting,sterninae,tortricidae,gelechiidae,gracilariidae,phyllidae
phalaropus,joyful,interesting,gymnogyps,gracula,buteo,pedionomus,pluvialis
phascogale,joyful,interesting,pitymys,jaculus,cebuella,zapus,kogia
phase_space,joyful,interesting,bazaar,state,dart,broad_gauge,craft_fair
philophylla,joyful,interesting,fenusa,ctenocephalus,dermacentor,megachile,vanessa
phoronida,joyful,interesting,nematoda,platyhelminthes,pentastomida,pogonophora,nemertea
phthiriidae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,oestridae,cleridae
phthirius,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
phyllidae,joyful,interesting,tortricidae,gelechiidae,gracilariidae,megachilidae,chrysomelidae
phyllorhynchus,joyful,interesting,sistrurus,bothrops,gymnogyps,gracula,pitymys
phyllostomidae,joyful,interesting,bradypodidae,erinaceidae,zapodidae,rhinolophidae,muroidea
physical_therapy,sad,scared,chrysotherapy,insulin_shock,megavitamin_therapy,psychotherapy,occupational_therapy
phytotherapy,sad,scared,chrysotherapy,insulin_shock,megavitamin_therapy,psychotherapy,occupational_therapy
picus,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
pigfish,surprising,admirable,pearly_razorfish,atlantic_sailfish,spanish_grunt,striped_drum,skillet_fish
piping_guan,surprising,admirable,hominid,fetus,primate,red_grouse,peacock
piroplasm,sad,scared,haplosporidian,alga,testacean,arcella,zoomastigote
piss-up,sad,scared,merrymaking,revel,bust,steal,folk_dancing
pitymys,joyful,interesting,jaculus,cebuella,phascogale,zapus,kogia
placation,joyful,interesting,administration,obedience,disobedience,issus,legal_action
placer_mining,joyful,interesting,administration,disobedience,obedience,issus,legal_action
planarian,surprising,admirable,flatworm,taenia,tapeworm,fluke,fish_louse
plantlike_flagellate,surprising,admirable,rhizopod,bacteria,heliozoan,sporozoan,flagellate
planula,surprising,admirable,scyphozoan,coral,jellyfish,mushroom_coral,gorgonian
plasmodiidae,sad,scared,haemoproteidae,passer,belemnitidae,raphidae,hydrobatidae
platalea,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
platyhelminthes,joyful,interesting,nematoda,pentastomida,pogonophora,nemertea,sipuncula
plebiscite,joyful,interesting,administration,disobedience,obedience,issus,legal_action
plethodon,sad,scared,passer,eleutherodactylus,genus_dicamptodon,proteus,cryptobranchus
pleuropneumonialike_organism,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
plicatoperipatus_jamaicensis,surprising,admirable,fish_louse,hawkmoth,saddle_oyster,holometabola,planula
plumed_scorpionfish,surprising,admirable,painted_greenling,vermillion_rockfish,tub_gurnard,atlantic_sailfish,spanish_grunt
pluvialis,joyful,interesting,gymnogyps,gracula,buteo,pedionomus,phalaropus
pneumococcus,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
pneumonectomy,sad,scared,cholecystectomy,lumpectomy,laser-assisted_in_situ_keratomileusis,cyclodestructive_surgery,minor_surgery
poaching,sad,scared,murder,slaughter,shirring,motion,march
pogonophora,joyful,interesting,nematoda,platyhelminthes,pentastomida,nemertea,sipuncula
poison_pill,joyful,interesting,golden_parachute,dismissal,humiliation,degradation,orgasm
poliovirus,sad,scared,coxsackievirus,polyoma,reovirus,herpes,papovavirus
polity,joyful,interesting,administration,obedience,disobedience,issus,legal_action
polymastigina,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
polyoma,sad,scared,coxsackievirus,reovirus,herpes,papovavirus,paramyxovirus
pond_scum,surprising,admirable,rhizopod,bacteria,heliozoan,sporozoan,flagellate
pop_fly,sad,scared,blast,scorcher,contusion,salvation,putout
porcellionidae,sad,scared,bombyliidae,ceratopogonidae,oestridae,cleridae,phthiriidae
porterage,sad,scared,motion,march,furor,wilt,break
portunus,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
porzana,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
potato_scab_bacteria,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
potshot,sad,scared,tug,bronchospasm,jostle,depression,wild_pitch
potto,surprising,admirable,angwantibo,hominid,primate,fetus,hominoid
pouched_mouse,surprising,admirable,dasyure,hominid,primate,fetus,merino
prancer,surprising,admirable,charger,arabian,crowbait,american_saddle_horse,mudder
preferment,joyful,interesting,dismissal,humiliation,degradation,orgasm,progress
prehensor,surprising,admirable,horn,toxicognath,flag,coronet,hominid
preventive_medicine,joyful,interesting,herbal_medicine,learned_profession,law,profession,trade
preventive_strike,sad,scared,strike,cover,indirect_fire,ambush,loft_bombing
price_cutting,sad,scared,wilt,motion,march,furor,break
price_freeze,joyful,interesting,wage_freeze,hiring_freeze,freeze,celebration,parlor_game
primary_health_care,joyful,interesting,social_welfare,relief,philanthropy,down,castile_soap
primping,joyful,interesting,t'ai_chi,inoculation,great_care,patrol,celebration
primrose_path,joyful,interesting,dismissal,humiliation,degradation,orgasm,reverence
priodontes,joyful,interesting,pitymys,jaculus,cebuella,phascogale,zapus
pristis,sad,scared,petromyzon,genus_chimaera,gasterosteus,galeocerdo,sphyrna
probation,sad,scared,stunt,acrobatic_stunt,motion,march,furor
prokaryote,sad,scared,tom,plant,viper,monster,anapsid
promiscuity,surprising,admirable,pleasure,foreplay,perversion,feel,reaction
prop,joyful,interesting,court,politeness,deference,attention,courtesy
prophylaxis,joyful,interesting,suspension,celebration,parlor_game,dismissal,embrace
prostitution,interesting,joyful,mortal_sin,evil,pride,lust,activity
proteidae,sad,scared,passer,eleutherodactylus,plethodon,genus_dicamptodon,proteus
proteus,sad,scared,passer,eleutherodactylus,plethodon,genus_dicamptodon,cryptobranchus
protist,surprising,admirable,bacteria,rhizopod,spirochete,junin_virus,comma_bacillus
pseudechis,sad,scared,passer,kinosternon,trionyx,rhynchoelaps,crocodylus
pseudomonas,sad,scared,micrococcus,genus_lactobacillus,xanthomonas,genus_mycoplasma,bacteroides
pseudomonas_pyocanea,joyful,interesting,streptococcus_anhemolyticus,bacteria_species,nematoda,gymnogyps,gracula
pseudomonodaceae,joyful,interesting,lactobacillaceae,treponemataceae,streptomycetaceae,tortricidae,gelechiidae
psychological_warfare,sad,scared,stand,due_process,name,insubordination,strife
psychotherapy,sad,scared,chrysotherapy,insulin_shock,megavitamin_therapy,occupational_therapy,hypnotherapy
pterocles,sad,scared,passer,centrocercus,apus,genus_trogon,porzana
pterodactyl,sad,scared,struthiomimus,viper,snake,anapsid,tom
pulex,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
punch-up,sad,scared,fistfight,strife,hassle,contretemps,affray
purification,joyful,interesting,success,passing,advent,feat,hit
purple_bacteria,surprising,admirable,bacteria,rhizopod,spirochete,comma_bacillus,streptococcus
quality_control,joyful,interesting,celebration,parlor_game,embrace,reordering,dishonesty
quotient_verdict,sad,scared,compromise_verdict,directed_verdict,special_verdict,false_verdict,due_process
radial_keratotomy,joyful,interesting,plastic_surgery,enucleation,uranoplasty,hemorrhoidectomy,lobotomy
radiocarbon_dating,joyful,interesting,spectroscopy,volumetric_analysis,anatomy,investigation,action
rainbow_lorikeet,surprising,admirable,lovebird,hominid,fetus,primate,rock_wren
rainbow_runner,surprising,admirable,atlantic_sailfish,spanish_grunt,striped_drum,skillet_fish,pigfish
raising_hell,sad,scared,aggro,last_straw,twit,aggravation,insult
rambouillet,surprising,admirable,merino,hominid,primate,fetus,cashmere_goat
rampage,sad,scared,furor,motion,rock,march,wilt
randomization,joyful,interesting,celebration,parlor_game,embrace,reordering,dishonesty
ransacking,sad,scared,struggle,protection,mischief,treatment,merrymaking
raphidae,sad,scared,hydrobatidae,eurylaimidae,spheniscidae,turnicidae,bird_family
raphus,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
ratbite_fever_bacterium,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
ravaging,sad,scared,aggression,motion,march,furor,wilt
razing,joyful,interesting,dismissal,orgasm,humiliation,degradation,care
reappearance,interesting,joyful,intemperance,change_of_state,success,dismissal,reverence
red_grouse,surprising,admirable,peacock,hominid,fetus,primate,piping_guan
red_underwing,surprising,admirable,hawkmoth,anglewing,underwing,arctiid,holometabola
red-bellied_snake,sad,scared,viperine_grass_snake,water_snake,black_rat_snake,viper,snake
reenlistment,joyful,interesting,keeping,honoring,devotion,abnegation,selflessness
reform,joyful,interesting,care,dismissal,humiliation,degradation,orgasm
refresher_course,sad,scared,adult_education,directed_study,extracurricular_activity,struggle,protection
refrigeration,joyful,interesting,desensitization_technique,implosion_therapy,reciprocal_inhibition,behavior_therapy,correction
relegation,sad,scared,rustication,deportation,brush-off,exposure,near_thing
rendering,joyful,interesting,underpayment,administration,disobedience,obedience,issus
rendition,sad,scared,burning,mistreatment,atrocity,cruelty,maltreatment
reovirus,sad,scared,coxsackievirus,polyoma,herpes,papovavirus,paramyxovirus
reparation,sad,scared,redemption,salvation,reclamation,putout,struggle
repletion,sad,scared,tremble,caressing,sob,engorgement,scatophagy
